商品名,売上金額,売上数量,販売日数,取扱店舗数,構成比,累積構成比,ABCランク,1日平均売上,平均単価,フェイスくくり大分類
アイスコーヒーＳ,97605.0,723.0,67,1,0.11738648577694441,67.09802025926817,A,1457.0,135.0,140:カウンターＦＦ
◎Ｆボス　ラテ　４５０,96188.0,692.0,35,2,0.11568230412287003,67.21370256339104,A,2748.0,139.0,215:ドライ飲料
ピース・ライト・ＢＯＸ,96096.0,176.0,76,3,0.11557165859557657,67.32927422198661,A,1264.0,546.0,290:たばこ
ミンティアＢリフレッシュ,95583.0,453.0,92,2,0.114954689514038,67.44422891150064,A,1039.0,211.0,180:ガム・キャンディ
ダブルシュー,95458.0,550.0,74,3,0.11480435591717185,67.55903326741782,A,1290.0,174.0,130:デザート
クア・アイナテリチキン,94095.0,255.0,16,3,0.11316511837694365,67.67219838579476,A,5881.0,369.0,110:調理パン
ハイライトメンソール,93654.0,198.0,83,3,0.11263474144719997,67.78483312724195,A,1128.0,473.0,290:たばこ
メビウス,93456.0,177.0,76,2,0.11239661302976402,67.89722974027171,A,1230.0,528.0,290:たばこ
ケントＴベリーブースト,92207.0,211.0,69,3,0.1108944797298777,68.00812422000159,A,1336.0,437.0,290:たばこ
フェイシャルペーパー,91000.0,364.0,89,3,0.1094428585185384,68.11756707852012,A,1022.0,250.0,220:化粧品
カロリＭハーフチョコ,89540.0,814.0,92,3,0.10768696210714208,68.22525404062726,A,973.0,110.0,200:健康食品
おむすびおかずＳ（昆・ツ,89404.0,206.0,86,1,0.10752339915375174,68.33277743978101,A,1040.0,434.0,100:米飯
龍角散のど飴スティック,88620.0,633.0,91,3,0.10658050683420742,68.43935794661522,A,974.0,140.0,180:ガム・キャンディ
◎種ぬきはちみつ干し梅,88006.0,557.0,91,2,0.105842068206401,68.54520001482162,A,967.0,158.0,180:ガム・キャンディ
ラーククラシックＭ,87889.0,179.0,74,1,0.10570135595973432,68.65090137078136,A,1188.0,491.0,290:たばこ
Ｃボス　フルーツエード,87802.0,614.0,44,3,0.1055967237763155,68.75649809455767,A,1996.0,143.0,215:ドライ飲料
週刊少年ジャンプ,87786.0,309.0,47,2,0.10557748107591662,68.86207557563358,A,1868.0,284.0,265:雑誌・コミック・新聞
柿安監修　牛すきおむすび,86946.0,337.0,17,3,0.10456723930497627,68.96664281493855,A,5114.0,258.0,100:米飯
タリーズ　無糖ラテ,86190.0,507.0,56,2,0.10365802171112995,69.07030083664968,A,1539.0,170.0,215:ドライ飲料
センティアＩパープル,85796.0,178.0,75,3,0.10318417021380794,69.17348500686349,A,1144.0,482.0,290:たばこ
メビウスＥＸＬＢ,85536.0,162.0,77,3,0.1028714763323264,69.27635648319581,A,1111.0,528.0,290:たばこ
センティアＤブロンズ,84832.0,176.0,66,2,0.10202479751477637,69.37838128071058,A,1285.0,482.0,290:たばこ
ハイライト,84667.0,179.0,78,3,0.1018263571669131,69.4802076378775,A,1085.0,473.0,290:たばこ
ラッキーＳメンソール,84456.0,216.0,74,3,0.10157259405540309,69.5817802319329,A,1141.0,391.0,290:たばこ
岩下の新生姜いなり寿司,84175.0,455.0,43,3,0.10123464412964804,69.68301487606254,A,1958.0,185.0,100:米飯
◎カリカリ梅赤小袋,83720.0,455.0,92,3,0.10068742983705534,69.7837023058996,A,910.0,184.0,180:ガム・キャンディ
◎しみ旨フレンチトースト,83376.0,579.0,62,3,0.10027371177847977,69.88397601767808,A,1345.0,144.0,145:パン
さらさらシートせっけん,83190.0,282.0,83,3,0.10005001538634296,69.98402603306442,A,1002.0,295.0,220:化粧品
鮭金ごまおむすび,83122.0,598.0,22,3,0.0999682339096478,70.08399426697407,A,3778.0,139.0,100:米飯
Ｃボス　地中海スカッシュ,82502.0,497.0,27,3,0.09922257926919181,70.18321684624327,A,3056.0,166.0,215:ドライ飲料
ラッキーＳダークタバコ,82110.0,210.0,77,3,0.09875113310941964,70.28196797935269,A,1066.0,391.0,290:たばこ
濃厚カスタードシュー,82000.0,525.0,79,3,0.09861883954417747,70.38058681889686,A,1038.0,156.0,130:デザート
おいしい牛乳２００ＭＬ,81140.0,628.0,91,2,0.09758454439773853,70.47817136329459,A,892.0,129.0,135:牛乳・チルド飲料
天然水きりっと果実,80931.0,509.0,91,1,0.09733318662377838,70.57550454991836,A,889.0,159.0,215:ドライ飲料
◎ミニフレンチトースト４,80668.0,469.0,88,2,0.09701688473597204,70.67252143465434,A,917.0,172.0,145:パン
◎ハムチーズマヨネーズ２,80460.0,596.0,66,3,0.09676672963078682,70.76928816428513,A,1219.0,135.0,145:パン
男梅グミ,80223.0,561.0,92,2,0.09648169713112864,70.86576986141625,A,872.0,143.0,180:ガム・キャンディ
キシリトール粒ライムミン,79388.0,446.0,92,1,0.09547746870406294,70.96124733012032,A,863.0,178.0,180:ガム・キャンディ
午後フルーツティ白ぶどう,79158.0,501.0,9,3,0.09520085488582927,71.05644818500615,A,8795.0,158.0,215:ドライ飲料
◎ホットサンド（ハム＆チ,79158.0,501.0,62,3,0.09520085488582927,71.15164903989198,A,1277.0,158.0,145:パン
◎ボディＰレモンミント,79100.0,226.0,66,3,0.09513110009688339,71.24678013998886,A,1198.0,350.0,220:化粧品
タフグミグレーピーパンチ,78064.0,328.0,83,2,0.09388513524605695,71.34066527523491,A,941.0,238.0,180:ガム・キャンディ
◎塩バターパン（チョコク,77844.0,499.0,25,3,0.09362054811557256,71.43428582335048,A,3114.0,156.0,145:パン
キャメＭマスカットＰＬ,77805.0,171.0,59,2,0.09357364403335035,71.52785946738383,A,1319.0,455.0,290:たばこ
金麦３５０,77220.0,429.0,86,2,0.09287008280001688,71.62072955018385,A,898.0,180.0,295:ビール
ケント・１・１００ＢＯＸ,77099.0,163.0,73,3,0.09272455987825047,71.7134541100621,A,1056.0,473.0,290:たばこ
耐風ビニール傘６５,76845.0,109.0,23,1,0.09241908200941851,71.80587319207152,A,3341.0,705.0,260:雨具
◎お肉たっぷりメンチカツ,76728.0,417.0,50,1,0.09227836976275182,71.89815156183427,A,1535.0,184.0,145:パン
シーチキン＆コーンサラダ,76361.0,309.0,85,2,0.09183699032235287,71.98998855215662,A,898.0,247.0,115:サラダ
おーいお茶緑茶　６００,75682.0,479.0,28,2,0.0910203782241761,72.08100893038079,A,2703.0,158.0,215:ドライ飲料
◎除菌ハンディＷティシュ,75604.0,461.0,91,3,0.09092657005973163,72.17193550044053,A,831.0,164.0,240:紙・衛生用品
オロナミンＣ,75465.0,559.0,92,2,0.0907593991000165,72.26269489954055,A,820.0,135.0,205:健康サポート飲料
調製豆乳,75390.0,718.0,92,1,0.09066919894189683,72.35336409848244,A,819.0,105.0,135:牛乳・チルド飲料
◎生コッペパン（あんバタ,75060.0,556.0,70,2,0.09027231824617026,72.44363641672861,A,1072.0,135.0,145:パン
青磯海苔　まぐろたたき,74227.0,373.0,15,3,0.0892704951566544,72.53290691188526,A,4948.0,199.0,100:米飯
◎カリカリ梅無着色小袋,74152.0,403.0,89,2,0.08918029499853472,72.62208720688379,A,833.0,184.0,180:ガム・キャンディ
サンド寿司　サーモン,73814.0,221.0,36,2,0.08877379295260873,72.7108609998364,A,2050.0,334.0,100:米飯
◎プリンみたいなパン,73661.0,619.0,41,3,0.08858978463004459,72.79945078446644,A,1797.0,119.0,145:パン
ネオアークティックＭ,73255.0,161.0,69,3,0.08810150110742342,72.88755228557386,A,1062.0,455.0,290:たばこ
◎水に流せるポケットＴ,73150.0,550.0,91,3,0.08797522088605587,72.97552750645991,A,804.0,133.0,240:紙・衛生用品
◎ドライマンゴー,72864.0,264.0,87,3,0.08763125761642619,73.06315876407633,A,838.0,276.0,180:ガム・キャンディ
三陸産わかめおむすび,70334.0,506.0,16,3,0.08458850561585583,73.14774726969219,A,4396.0,139.0,100:米飯
エッセンシャルズビタミン,70224.0,462.0,74,2,0.08445621205061364,73.2322034817428,A,949.0,152.0,135:牛乳・チルド飲料
◎パン・オ・ショコラ４個,70104.0,381.0,48,2,0.08431189179762216,73.31651537354043,A,1460.0,184.0,145:パン
特撰　白角水割　２５０,70000.0,400.0,89,2,0.08418681424502955,73.40070218778546,A,787.0,175.0,305:ワイン・洋酒
ＭＶＧパープルＭウィズ,69888.0,128.0,50,2,0.0840521153422375,73.48475430312769,A,1398.0,546.0,290:たばこ
ベースブレッドチョコ,69680.0,268.0,87,2,0.08380196023705226,73.56855626336474,A,801.0,260.0,185:洋風菓子・駄菓子
ベースブレッドチョコ,69680.0,268.0,87,2,0.08380196023705226,73.56855626336474,A,801.0,260.0,148:半生菓子
１００％　オレンジ,69552.0,414.0,32,1,0.08364801863386136,73.6522042819986,A,2174.0,168.0,215:ドライ飲料
オリオンドラフト３５０,69336.0,321.0,85,1,0.0833882421784767,73.73559252417708,A,816.0,216.0,295:ビール
アメスピＯＭ１,69142.0,181.0,74,2,0.08315492443614048,73.81874744861322,A,934.0,382.0,290:たばこ
わさび海苔　野沢菜わさび,68075.0,389.0,29,3,0.08187167685329123,73.90061912546652,A,2347.0,175.0,100:米飯
◎ハムチーズクロワッサン,67635.0,501.0,54,3,0.08134250259232248,73.98196162805884,A,1252.0,135.0,145:パン
◎フランクロール,67528.0,367.0,85,3,0.08121381703340508,74.06317544509224,A,794.0,184.0,145:パン
梅づくしおむすび,67424.0,392.0,23,3,0.08108873948081247,74.14426418457306,A,2931.0,172.0,100:米飯
ケントトゥルータバコ,67298.0,154.0,55,3,0.08093720321517141,74.22520138778823,A,1224.0,437.0,290:たばこ
メビウス・ワン・ＢＯＸ,67056.0,127.0,54,1,0.08064615737163859,74.30584754515986,A,1242.0,528.0,290:たばこ
クロレッツＸＰ　オリジナ,66960.0,372.0,90,2,0.0805307011692454,74.38637824632912,A,744.0,180.0,180:ガム・キャンディ
クリームたい焼きカスター,66825.0,405.0,88,2,0.08036834088462999,74.46674658721375,A,759.0,165.0,130:デザート
午後フルーツティオレンジ,66360.0,420.0,9,3,0.07980909990428801,74.54655568711803,A,7373.0,158.0,215:ドライ飲料
高菜の寿司,66352.0,377.0,24,3,0.07979947855408859,74.62635516567212,A,2765.0,176.0,100:米飯
◎スーパーＣＨグレフル３,65926.0,554.0,91,1,0.07928714165596883,74.70564230732809,A,724.0,119.0,305:ワイン・洋酒
◎ベーコンペッパーマヨ,65703.0,543.0,66,2,0.07901894651915965,74.78466125384725,A,996.0,121.0,145:パン
ピュレグミグレープ味,65700.0,438.0,91,1,0.07901533851283488,74.86367659236008,A,722.0,150.0,180:ガム・キャンディ
◎白生クリームパン（ダブ,64827.0,441.0,53,3,0.07796540867232186,74.9416420010324,A,1223.0,147.0,145:パン
龍角散ののどすっきり飴袋,64680.0,231.0,86,3,0.0777886163624073,75.01943061739482,A,752.0,280.0,180:ガム・キャンディ
センティアＣジェイド,64588.0,134.0,57,2,0.07767797083511384,75.09710858822993,A,1133.0,482.0,290:たばこ
ミックスサンド,64584.0,234.0,8,3,0.07767316016001412,75.17478174838995,A,8073.0,276.0,110:調理パン
大きなたまごづくしサンド,64575.0,175.0,26,2,0.07766233614103975,75.25244408453099,A,2484.0,369.0,110:調理パン
クラフトボスイタリアーノ,64236.0,404.0,38,1,0.07725463142633883,75.32969871595733,A,1690.0,159.0,215:ドライ飲料
１本満足シリアルホワイト,64144.0,422.0,91,2,0.07714398589904536,75.40684270185638,A,705.0,152.0,200:健康食品
本まぐろわさび醤油おむす,64120.0,229.0,32,1,0.07711512184844706,75.48395782370483,A,2004.0,280.0,100:米飯
◎ジューシーソーセージパ,63990.0,474.0,57,3,0.07695877490770629,75.56091659861254,A,1123.0,135.0,145:パン
果汁グミぶどう,63840.0,420.0,88,3,0.07677837459146696,75.637694973204,A,725.0,152.0,180:ガム・キャンディ
超快適マスクふつう,63350.0,181.0,58,1,0.07618906689175174,75.71388404009576,A,1092.0,350.0,240:紙・衛生用品
たまご海老ブロコリサンド,62988.0,181.0,22,2,0.07575370079522745,75.789637740891,A,2863.0,348.0,110:調理パン
◎バタークロワッサンメロ,62769.0,427.0,42,3,0.07549031633351799,75.86512805722451,A,1494.0,147.0,145:パン
まいたけおこわ,62715.0,339.0,15,3,0.07542537221967183,75.94055342944418,A,4181.0,185.0,100:米飯
はちみつカリンのど飴,62248.0,502.0,92,2,0.07486372590177999,76.01541715534596,A,677.0,124.0,180:ガム・キャンディ
週刊少年マガジン,62244.0,171.0,25,2,0.07485891522668027,76.09027607057264,A,2490.0,364.0,265:雑誌・コミック・新聞
◎マラサダ（マカダミアチ,62181.0,423.0,35,3,0.07478314709385975,76.1650592176665,A,1777.0,147.0,145:パン
マッチ　５００,62100.0,414.0,60,1,0.0746857309230905,76.23974494858959,A,1035.0,150.0,215:ドライ飲料
キャメルクラフト６,61910.0,151.0,66,3,0.07445722385585399,76.31420217244545,A,938.0,410.0,290:たばこ
ベースブレッドメープル,61880.0,238.0,80,2,0.07442114379260613,76.38862331623805,A,774.0,260.0,185:洋風菓子・駄菓子
ベースブレッドメープル,61880.0,238.0,80,2,0.07442114379260613,76.38862331623805,A,774.0,260.0,148:半生菓子
超快適マスク小さめ,61600.0,176.0,76,1,0.074084396535626,76.46270771277368,A,811.0,350.0,240:紙・衛生用品
モンスターエナジー,61344.0,288.0,62,2,0.07377651332924418,76.53648422610293,A,989.0,213.0,215:ドライ飲料
◎ピリ辛明太フランス（か,61155.0,453.0,29,3,0.07354920893078261,76.61003343503371,A,2109.0,135.0,145:パン
◎発酵バター香るチョコク,61152.0,416.0,85,3,0.0735456009244578,76.68357903595818,A,719.0,147.0,145:パン
◎のむヨーグルトいちご,60244.0,376.0,87,1,0.07245357767682228,76.756032613635,A,692.0,160.0,135:牛乳・チルド飲料
◎夏のベイクドチーズＣ,60168.0,436.0,28,2,0.07236217484992769,76.82839478848493,A,2149.0,138.0,145:パン
ウコンの力ドリンク,59974.0,314.0,88,2,0.07212885710759145,76.90052364559251,A,682.0,191.0,205:健康サポート飲料
ミンティアＢシャイニーピ,59713.0,283.0,90,2,0.071814960557335,76.97233860614985,A,663.0,211.0,180:ガム・キャンディ
スターバックスカフェラテ,59630.0,335.0,9,3,0.07171513904901589,77.04405374519887,A,6626.0,178.0,215:ドライ飲料
◎しっとりバウムクーヘン,59624.0,357.0,87,3,0.0717079230363663,77.11576166823524,A,685.0,167.0,185:洋風菓子・駄菓子
◎しっとりバウムクーヘン,59624.0,357.0,87,3,0.0717079230363663,77.11576166823524,A,685.0,167.0,148:半生菓子
ＭＶディープＲプルーム,59618.0,130.0,58,2,0.07170070702371674,77.18746237525896,A,1028.0,459.0,290:たばこ
日刊ゲンダイ　通常版,59548.0,362.0,85,3,0.0716165202094717,77.25907889546843,A,701.0,164.0,265:雑誌・コミック・新聞
鶏のうまみ！鶏そぼろ弁当,59200.0,185.0,83,2,0.07119799147579642,77.33027688694423,A,713.0,320.0,100:米飯
メビウスワン,59136.0,112.0,48,3,0.07112102067420095,77.40139790761843,A,1232.0,528.0,290:たばこ
黒ラベル３５０,58968.0,273.0,63,1,0.0709189723200129,77.47231687993845,A,936.0,216.0,295:ビール
◎ＢＳラーメン丸チキン味,58751.0,490.0,89,2,0.0706579931958533,77.5429748731343,A,660.0,120.0,195:スナック菓子
野沢菜いなり寿司,58712.0,328.0,22,2,0.07061108911363106,77.61358596224792,A,2669.0,179.0,100:米飯
◎白生コッペパン（レアチ,58599.0,383.0,29,3,0.0704751875420641,77.68406114978998,A,2021.0,153.0,145:パン
◎海鮮スティック明太マヨ,58283.0,349.0,88,2,0.07009514420918653,77.75415629399917,A,662.0,167.0,120:惣菜
◎バタークロワッサンメ３,58188.0,373.0,70,2,0.06998089067556829,77.82413718467474,A,831.0,156.0,145:パン
◎ばんそうこうＭサイズ,57920.0,160.0,75,3,0.0696585754438873,77.89379576011862,A,772.0,362.0,240:紙・衛生用品
超快適マスクやや大きめ,57750.0,165.0,69,1,0.06945412175214938,77.96324988187077,A,837.0,350.0,240:紙・衛生用品
◎おしゃぶり昆布,57620.0,335.0,90,2,0.06929777481140861,78.03254765668217,A,640.0,172.0,180:ガム・キャンディ
テリアＢフューシャＭ,57552.0,109.0,40,2,0.06921599333471343,78.10176365001688,A,1439.0,528.0,290:たばこ
◎半熟ゆでたまご１個,57548.0,587.0,90,3,0.06921118265961372,78.17097483267649,A,639.0,98.0,125:日配品・生鮮品
烏龍茶　６００,56880.0,360.0,26,2,0.06840779991796116,78.23938263259446,A,2188.0,158.0,215:ドライ飲料
◎たっぷりクリームデニッ,56608.0,488.0,88,1,0.06808067401118047,78.30746330660564,A,643.0,116.0,145:パン
塩こんぶおむすび,56295.0,405.0,19,2,0.06770423868462769,78.37516754529027,A,2963.0,139.0,100:米飯
メビＰメンＯＰＰ５,55968.0,106.0,54,1,0.06731096599522592,78.44247851128549,A,1036.0,528.0,290:たばこ
◎もっち歩き（チョコ）,55250.0,442.0,28,2,0.06644744981482689,78.50892596110032,A,1973.0,125.0,145:パン
国チキンとゴーダとたまご,54932.0,124.0,40,1,0.06606500114439948,78.57499096224471,A,1373.0,443.0,110:調理パン
◎もちっとつぶあんドーナ,54875.0,439.0,38,3,0.06599644902422852,78.64098741126894,A,1444.0,125.0,145:パン
◎ファミマの牛乳５００,54766.0,322.0,87,1,0.06586535812776126,78.7068527693967,A,629.0,170.0,135:牛乳・チルド飲料
６種具材の冷し中華,54672.0,102.0,60,2,0.06575230726291793,78.77260507665962,A,911.0,536.0,105:調理麺
かぶり寿司　唐揚げ巻,54619.0,193.0,35,2,0.0656885658178467,78.83829364247747,A,1561.0,283.0,100:米飯
テリアフュージョンＭ,54384.0,103.0,52,2,0.06540593865573839,78.90369958113321,A,1046.0,528.0,290:たばこ
いなり寿司３ヶ入,53728.0,213.0,80,3,0.06461698793938497,78.9683165690726,A,672.0,252.0,100:米飯
しらすおむすび,53460.0,324.0,21,2,0.064294672707704,79.0326112417803,A,2546.0,165.0,100:米飯
専ＵＦＯ大盛焼そばパンガ,53268.0,193.0,21,3,0.06406376030291763,79.09667500208322,A,2537.0,276.0,145:パン
おーいお茶濃い茶６００,53088.0,336.0,40,1,0.06384727992343041,79.16052228200665,A,1327.0,158.0,215:ドライ飲料
Ｃ１０００ビタミンレモン,53040.0,408.0,86,1,0.06378955182223382,79.22431183382889,A,617.0,130.0,205:健康サポート飲料
テリアブラックＭ１０Ｐ,52730.0,10.0,10,1,0.06341672450200583,79.2877285583309,A,5273.0,5273.0,290:たばこ
マルボロアイスＢ・Ｍ５,52416.0,96.0,60,2,0.06303908650667812,79.35076764483757,A,874.0,546.0,290:たばこ
スターバックス　ブラック,52416.0,312.0,10,3,0.06303908650667812,79.41380673134425,A,5242.0,168.0,215:ドライ飲料
今治ＴＨドット,52200.0,87.0,57,1,0.06277931005129346,79.47658604139555,A,916.0,600.0,245:衣料品
◎生コッペパン（厚ぎりと,51750.0,225.0,28,3,0.06223810910257542,79.53882415049813,A,1848.0,230.0,145:パン
メビウスＳＬ１００Ｂ,51744.0,98.0,58,2,0.06223089308992584,79.60105504358806,A,892.0,528.0,290:たばこ
◎紅はるかの熟成干し芋,51740.0,199.0,79,2,0.06222608241482613,79.66328112600289,A,655.0,260.0,180:ガム・キャンディ
ヨーグレットミニ,51450.0,343.0,87,1,0.06187730847009672,79.72515843447299,A,591.0,150.0,180:ガム・キャンディ
ミンティアドライハード,51135.0,487.0,91,3,0.061498467805994085,79.78665690227898,A,562.0,105.0,180:ガム・キャンディ
