商品名,売上金額,売上数量,販売日数,取扱店舗数,構成比,累積構成比,ABCランク,1日平均売上,平均単価,フェイスくくり大分類
漫　画　ゴラク,9500.0,19.0,16,1,0.011425353361825439,96.74738229820439,C,594.0,500.0,265:雑誌・コミック・新聞
ゼロシュガーフリーチョコ,9460.0,43.0,19,2,0.01137724661082828,96.75875954481522,C,498.0,220.0,185:洋風菓子・駄菓子
来来亭監修　冷し中華,9418.0,17.0,9,1,0.011326734522281261,96.7700862793375,C,1046.0,554.0,105:調理麺
くりーむパン　和栗,9415.0,35.0,10,2,0.011323126515956475,96.78140940585347,C,942.0,269.0,130:デザート
ミニチーズおかきお好み焼,9408.0,64.0,17,2,0.011314707834531972,96.792724113688,C,553.0,147.0,190:和風菓子・珍味・豆菓子
Ｆリーフィアロールケーキ,9405.0,57.0,15,3,0.011311099828207185,96.8040352135162,C,627.0,165.0,185:洋風菓子・駄菓子
くりーむパン　カスタード,9360.0,36.0,7,2,0.01125697973333538,96.81529219324953,C,1337.0,260.0,130:デザート
◎瀬戸内レモンのドーナツ,9313.0,67.0,26,2,0.011200454300913718,96.82649264755045,C,358.0,139.0,185:洋風菓子・駄菓子
手巻寿司　青しそ納豆,9310.0,49.0,13,1,0.01119684629458893,96.83768949384505,C,716.0,190.0,100:米飯
◎レモネードソーダ,9300.0,50.0,10,1,0.01118481960683964,96.84887431345189,C,930.0,186.0,215:ドライ飲料
さけるチーズスモーク味,9296.0,66.0,45,2,0.011180008931739925,96.86005432238363,C,207.0,141.0,125:日配品・生鮮品
じゅるるマンゴー,9282.0,42.0,21,2,0.011163171568890918,96.87121749395253,C,442.0,221.0,180:ガム・キャンディ
伝説のケバブ風味ポテトＣ,9264.0,48.0,11,3,0.011141523530942197,96.88235901748347,C,842.0,193.0,195:スナック菓子
手巻寿司　サーモン（青ま,9200.0,40.0,10,3,0.011064552729346741,96.89342357021282,C,920.0,230.0,100:米飯
Ｈ伊右衛門焙じ茶,9108.0,66.0,9,1,0.010953907202053274,96.90437747741487,C,1012.0,138.0,215:ドライ飲料
塩分チャージタブレッツ,9044.0,38.0,23,2,0.010876936400457818,96.91525441381533,C,393.0,238.0,180:ガム・キャンディ
タフグミ梅マニア,9044.0,38.0,8,2,0.010876936400457818,96.9261313502158,C,1130.0,238.0,180:ガム・キャンディ
◎キャラメルコーン,9044.0,76.0,54,1,0.010876936400457818,96.93700828661626,C,167.0,119.0,195:スナック菓子
◎生スコーン６個入（チー,8944.0,52.0,8,2,0.010756669522964918,96.94776495613922,C,1118.0,172.0,145:パン
◎おいものマドレーヌ,8851.0,53.0,14,3,0.01064482132689652,96.95840977746612,C,632.0,167.0,148:半生菓子
ガーナザクほろ塩ミルＰＪ,8850.0,50.0,28,1,0.010643618658121592,96.96905339612424,C,316.0,177.0,185:洋風菓子・駄菓子
大きいフィナンシェ,8840.0,40.0,12,3,0.010631591970372303,96.9796849880946,C,737.0,221.0,185:洋風菓子・駄菓子
大きいフィナンシェ,8840.0,40.0,12,3,0.010631591970372303,96.9796849880946,C,737.0,221.0,148:半生菓子
東京新聞,8832.0,69.0,48,3,0.010621970620172871,96.99030695871478,C,184.0,128.0,265:雑誌・コミック・新聞
◎増量うす焼せんべい,8820.0,60.0,24,3,0.010607538594873723,97.00091449730965,C,368.0,147.0,190:和風菓子・珍味・豆菓子
ワンピカード　師弟の絆,8800.0,44.0,16,2,0.010583485219375143,97.01149798252902,C,550.0,200.0,250:文具・玩具・趣味雑貨
ＰＧスパイシーチキンＳ缶,8736.0,52.0,33,2,0.010506514417779687,97.0220044969468,C,265.0,168.0,195:スナック菓子
Ｆグレイシアラムネわらび,8736.0,56.0,11,3,0.010506514417779687,97.03251101136459,C,794.0,156.0,190:和風菓子・珍味・豆菓子
ガルボチョコパウチ,8640.0,32.0,16,1,0.010391058215386504,97.04290206957998,C,540.0,270.0,185:洋風菓子・駄菓子
完熟トマトベーコンパスタ,8576.0,16.0,10,1,0.010314087413791048,97.05321615699377,C,858.0,536.0,105:調理麺
フルーツこれ１本ビタミン,8550.0,57.0,7,2,0.010282818025642895,97.06349897501941,C,1221.0,150.0,135:牛乳・チルド飲料
日刊スポーツ,8528.0,52.0,38,2,0.010256359312594457,97.073755334332,C,224.0,164.0,265:雑誌・コミック・新聞
◎フルーツミックス５００,8512.0,76.0,11,2,0.010237116612195592,97.08399245094421,C,774.0,112.0,215:ドライ飲料
ぷっちょＳＴ瀬戸内レモン,8496.0,72.0,22,1,0.010217873911796729,97.09421032485601,C,386.0,118.0,180:ガム・キャンディ
３１マスコットつきグミ２,8400.0,24.0,14,1,0.010102417709403545,97.10431274256541,C,600.0,350.0,185:洋風菓子・駄菓子
シゲキックスグレープ,8400.0,70.0,16,3,0.010102417709403545,97.11441516027482,C,525.0,120.0,180:ガム・キャンディ
◎ばんそうこう３サイズ,8326.0,23.0,21,1,0.010013420220058801,97.12442858049488,C,396.0,362.0,240:紙・衛生用品
ホロチャージホロライブＧ,8320.0,32.0,9,1,0.010006204207409226,97.1344347847023,C,924.0,260.0,215:ドライ飲料
ハリボーハッピーコーラ,8316.0,42.0,15,3,0.01000139353230951,97.1444361782346,C,554.0,198.0,180:ガム・キャンディ
クロレッツＸＰシャープミ,8280.0,46.0,37,1,0.009958097456412067,97.15439427569102,C,224.0,180.0,180:ガム・キャンディ
邪払のど飴,8256.0,32.0,24,1,0.00992923340581377,97.16432350909683,C,344.0,258.0,180:ガム・キャンディ
たべっ子ラムネみかん,8250.0,55.0,19,1,0.009922017393164197,97.17424552649,C,434.0,150.0,180:ガム・キャンディ
きのこベーコン醤油パスタ,8198.0,19.0,13,2,0.009859478616867888,97.18410500510687,C,631.0,431.0,105:調理麺
ミンティア宮崎日向夏,8190.0,78.0,36,1,0.009849857266668456,97.19395486237354,C,228.0,105.0,180:ガム・キャンディ
紅はるかのスイートポテト,8184.0,31.0,9,3,0.009842641254018883,97.20379750362757,C,909.0,264.0,130:デザート
週刊　漫画タイムス,8134.0,22.0,15,1,0.009782507815272432,97.21358001144284,C,542.0,370.0,265:雑誌・コミック・新聞
大粒ラムネ強炭酸シュワコ,8113.0,61.0,24,3,0.009757251770998926,97.22333726321384,C,338.0,133.0,180:ガム・キャンディ
ペタグーソーダ,8100.0,54.0,15,2,0.009741617076924848,97.23307888029076,C,540.0,150.0,180:ガム・キャンディ
氷結グレープフルーツ３５,8064.0,48.0,36,1,0.009698321001027403,97.24277720129179,C,224.0,168.0,305:ワイン・洋酒
スポニチ東日本,8036.0,49.0,35,2,0.009664646275329392,97.25244184756711,C,230.0,164.0,265:雑誌・コミック・新聞
ＧＰｌａｙ１０００,8000.0,8.0,8,1,0.009621350199431947,97.26206319776655,C,1000.0,1000.0,280:チケット・カード
ひざ下２足ヌードベージュ,8000.0,16.0,16,1,0.009621350199431947,97.27168454796599,C,500.0,500.0,245:衣料品
◎つぶあんどら焼き,7921.0,55.0,41,2,0.009526339366212557,97.28121088733221,C,193.0,144.0,190:和風菓子・珍味・豆菓子
◎つぶあんどら焼き,7921.0,55.0,41,2,0.009526339366212557,97.28121088733221,C,193.0,144.0,148:半生菓子
◎桃パウンドケーキ,7920.0,48.0,27,3,0.009525136697437629,97.29073602402964,C,293.0,165.0,185:洋風菓子・駄菓子
◎桃パウンドケーキ,7920.0,48.0,27,3,0.009525136697437629,97.29073602402964,C,293.0,165.0,148:半生菓子
メビウスＥＸＬ１００Ｂ,7920.0,15.0,13,1,0.009525136697437629,97.30026116072708,C,609.0,528.0,290:たばこ
東スポ（東京スポーツ）,7872.0,48.0,39,2,0.009467408596241038,97.30972856932331,C,202.0,164.0,265:雑誌・コミック・新聞
キャメルクラフト１,7790.0,19.0,15,1,0.00936878975669686,97.31909735908,C,519.0,410.0,290:たばこ
ねぎたっぷり！豚肉そば,7756.0,14.0,10,2,0.009327899018349274,97.32842525809835,C,776.0,554.0,105:調理麺
Ｆ水柱の水まんじゅう（ラ,7748.0,52.0,11,3,0.00931827766814984,97.33774353576649,C,704.0,149.0,190:和風菓子・珍味・豆菓子
三次元マスク大きめ,7700.0,22.0,15,1,0.00926054956695325,97.34700408533345,C,513.0,350.0,240:紙・衛生用品
忍者めし鋼グレープ味,7696.0,52.0,34,1,0.009255738891853535,97.3562598242253,C,226.0,148.0,180:ガム・キャンディ
◎増量かーるいチーズスナ,7680.0,60.0,22,3,0.00923649619145467,97.36549632041675,C,349.0,128.0,195:スナック菓子
三ツ矢サイダー５００,7680.0,48.0,10,1,0.00923649619145467,97.3747328166082,C,768.0,160.0,215:ドライ飲料
ポケぷにソーダ,7630.0,35.0,18,1,0.00917636275270822,97.38390917936091,C,424.0,218.0,180:ガム・キャンディ
ＢＳラーメンおつまみ,7598.0,58.0,43,1,0.009137877351910493,97.39304705671282,C,177.0,131.0,190:和風菓子・珍味・豆菓子
毎日新聞,7592.0,52.0,41,3,0.00913066133926092,97.40217771805207,C,185.0,146.0,265:雑誌・コミック・新聞
おーいお茶濃茶ストロング,7584.0,48.0,7,1,0.009121039989061488,97.41129875804114,C,1083.0,158.0,215:ドライ飲料
生茶６００,7584.0,48.0,6,1,0.009121039989061488,97.42041979803021,C,1264.0,158.0,215:ドライ飲料
手巻寿司　梅ゆかり納豆,7560.0,40.0,16,1,0.009092175938463192,97.42951197396867,C,472.0,189.0,100:米飯
ｉｎゼリートリプルＥ,7560.0,36.0,23,1,0.009092175938463192,97.43860414990714,C,329.0,210.0,205:健康サポート飲料
アロンアルフア速効多用途,7515.0,15.0,16,2,0.009038055843591387,97.44764220575072,C,470.0,501.0,250:文具・玩具・趣味雑貨
◎ＰＣ濃いめのり塩,7506.0,54.0,40,2,0.009027231824617026,97.45666943757534,C,188.0,139.0,195:スナック菓子
ナッツフルーツカッサータ,7482.0,29.0,7,3,0.00899836777401873,97.46566780534936,C,1069.0,258.0,130:デザート
ふわもち生大福　きなこ,7452.0,54.0,18,2,0.00896228771077086,97.47463009306013,C,414.0,138.0,130:デザート
ベースブレッドオレンジ,7452.0,27.0,25,1,0.00896228771077086,97.4835923807709,C,298.0,276.0,185:洋風菓子・駄菓子
ベースブレッドオレンジ,7452.0,27.0,25,1,0.00896228771077086,97.4835923807709,C,298.0,276.0,148:半生菓子
モッチュ白桃味,7400.0,50.0,20,2,0.008899748934474552,97.49249212970537,C,370.0,148.0,180:ガム・キャンディ
カルピス　ザ　リッチ,7360.0,46.0,6,1,0.008851642183477393,97.50134377188884,C,1227.0,160.0,215:ドライ飲料
ミニチーズおかきガーリッ,7350.0,49.0,22,1,0.008839615495728103,97.51018338738457,C,334.0,150.0,190:和風菓子・珍味・豆菓子
ジェットスリーム０．５,7350.0,49.0,40,1,0.008839615495728103,97.5190230028803,C,184.0,150.0,250:文具・玩具・趣味雑貨
パーラメントＥＸＬ１００,7332.0,13.0,7,1,0.008817967457779382,97.52784097033808,C,1047.0,564.0,290:たばこ
棒棒鶏風サラダ,7308.0,18.0,8,1,0.008789103407181085,97.53663007374526,C,914.0,406.0,115:サラダ
東スポ競馬特別版,7296.0,32.0,17,2,0.008774671381881937,97.54540474512714,C,429.0,228.0,265:雑誌・コミック・新聞
◎３種フルーツとナッツ,7260.0,44.0,12,2,0.008731375305984493,97.55413612043313,C,605.0,165.0,145:パン
エボルタＮＥＯ単４－４Ｐ,7249.0,11.0,11,1,0.008718145949460274,97.56285426638259,C,659.0,659.0,255:電池・電器・喫煙具
グローＨプロオニキスＰ,7238.0,2.0,2,1,0.008704916592936056,97.57155918297552,C,3619.0,3619.0,290:たばこ
◎増量しみチョココーン,7203.0,49.0,15,2,0.00866282318581354,97.58022200616134,C,480.0,147.0,185:洋風菓子・駄菓子
◎みるくバターまんじゅう,7200.0,50.0,38,1,0.008659215179488753,97.58888122134083,C,189.0,144.0,190:和風菓子・珍味・豆菓子
◎みるくバターまんじゅう,7200.0,50.0,38,1,0.008659215179488753,97.58888122134083,C,189.0,144.0,148:半生菓子
野菜生活巨峰,7198.0,61.0,11,2,0.008656809841938897,97.59753803118276,C,654.0,118.0,135:牛乳・チルド飲料
◎高地栽培バナナ１本,7150.0,55.0,43,1,0.008599081740742304,97.6061371129235,C,166.0,130.0,125:日配品・生鮮品
◎ばかうけたっぷり青のり,7150.0,65.0,51,1,0.008599081740742304,97.61473619466425,C,140.0,110.0,190:和風菓子・珍味・豆菓子
マシマシ焼もろこしせん,7104.0,48.0,24,2,0.008543758977095571,97.62327995364134,C,296.0,148.0,190:和風菓子・珍味・豆菓子
４Ｄグミ旅路のマジックア,7072.0,32.0,19,2,0.008505273576297843,97.63178522721765,C,372.0,221.0,180:ガム・キャンディ
ベースブレッドさつまいも,7020.0,27.0,14,1,0.008442734800001534,97.64022796201765,C,501.0,260.0,148:半生菓子
野菜生活Ｓアサイーバナナ,6942.0,39.0,20,1,0.008348926635557074,97.64857688865321,C,347.0,178.0,135:牛乳・チルド飲料
男梅サワー梅涼し３５０,6919.0,37.0,17,1,0.008321265253733705,97.65689815390694,C,407.0,187.0,305:ワイン・洋酒
朝日新聞,6888.0,42.0,29,3,0.008283982521710908,97.66518213642865,C,238.0,164.0,265:雑誌・コミック・新聞
Ｆ伊之助のほわほわ大福,6875.0,55.0,12,3,0.008268347827636831,97.67345048425629,C,573.0,125.0,190:和風菓子・珍味・豆菓子
ケントエス・スパーク５,6825.0,15.0,11,2,0.00820821438889038,97.68165869864518,C,620.0,455.0,290:たばこ
◎チョコマカダミアクッキ,6808.0,37.0,28,1,0.008187769019716587,97.68984646766489,C,243.0,184.0,185:洋風菓子・駄菓子
ソフトワン使い切り１回分,6776.0,56.0,38,3,0.008149283618918859,97.69799575128381,C,178.0,121.0,225:バス・洗面用品
クリームワッフルクッキー,6760.0,26.0,8,2,0.008130040918519996,97.70612579220233,C,845.0,260.0,130:デザート
ペタグーシャインマスカッ,6750.0,45.0,24,1,0.008118014230770706,97.7142438064331,C,281.0,150.0,180:ガム・キャンディ
センティアＴイエロー,6748.0,14.0,11,1,0.00811560889322085,97.72235941532632,C,613.0,482.0,290:たばこ
クリーミーほうじ茶ラテ,6697.0,37.0,17,1,0.00805427278569947,97.73041368811202,C,394.0,181.0,135:牛乳・チルド飲料
◎でっかいカレーたまごパ,6672.0,48.0,15,2,0.008024206066326246,97.73843789417835,C,445.0,139.0,145:パン
婦人クルーＳ黒,6630.0,17.0,15,1,0.007973693977779228,97.74641158815612,C,442.0,390.0,245:衣料品
１９６マスカット３５０,6601.0,41.0,16,1,0.007938816583306287,97.75435040473943,C,413.0,161.0,305:ワイン・洋酒
◎ショコラクッキー,6572.0,31.0,16,2,0.007903939188833345,97.76225434392826,C,411.0,212.0,148:半生菓子
ＭＶＰＧレギュウィズ６Ｐ,6546.0,2.0,2,1,0.007872669800685192,97.77012701372895,C,3273.0,3273.0,290:たばこ
◎トルティーヤＣタコス味,6528.0,51.0,41,1,0.007851021762736471,97.77797803549169,C,159.0,128.0,195:スナック菓子
メントスＤＵＯブラッドオ,6520.0,40.0,14,2,0.007841400412537038,97.78581943590422,C,466.0,163.0,180:ガム・キャンディ
ファミマ・ザ・ナポリタン,6496.0,16.0,8,2,0.007812536361938743,97.79363197226616,C,812.0,406.0,105:調理麺
ザ・クレープチョコバナナ,6474.0,26.0,11,2,0.007786077648890305,97.80141804991504,C,589.0,249.0,130:デザート
◎レアチーズデニッシュ,6468.0,44.0,8,2,0.00777886163624073,97.80919691155128,C,808.0,147.0,145:パン
ミルキーバニラアイス味,6460.0,38.0,25,2,0.0077692402860412985,97.81696615183732,C,258.0,170.0,180:ガム・キャンディ
コンパクトＳ２１．５ｃｍ,6440.0,28.0,26,2,0.007745186910542718,97.82471133874786,C,248.0,230.0,240:紙・衛生用品
ザバスミルクキャラメル,6438.0,29.0,7,1,0.00774278157299286,97.83245412032085,C,920.0,222.0,135:牛乳・チルド飲料
◎ふんわりカステラ,6426.0,54.0,40,1,0.007728349547693712,97.84018246986854,C,161.0,119.0,185:洋風菓子・駄菓子
シャンゴ監修　ベスビオ,6402.0,11.0,6,2,0.007699485497095417,97.84788195536564,C,1067.0,582.0,105:調理麺
生ラムネ玉,6384.0,42.0,18,1,0.007677837459146695,97.85555979282478,C,355.0,152.0,180:ガム・キャンディ
ＩＱＯＳｉＤバイオレット,6346.0,1.0,1,1,0.0076321360456993925,97.86319192887048,C,6346.0,6346.0,290:たばこ
テリアＢトロピカルＭ,6336.0,12.0,3,1,0.007620109357950103,97.87081203822842,C,2112.0,528.0,290:たばこ
むっち実グミオレンジ味,6336.0,32.0,17,2,0.007620109357950103,97.87843214758637,C,373.0,198.0,180:ガム・キャンディ
ヴァルトダークタバコ,6336.0,12.0,9,3,0.007620109357950103,97.88605225694431,C,704.0,528.0,290:たばこ
ポケピファンピカチュウ,6328.0,2.0,2,1,0.007610488007750671,97.89366274495207,C,3164.0,3164.0,250:文具・玩具・趣味雑貨
ポケピファンポッチャマ,6328.0,2.0,2,1,0.007610488007750671,97.90127323295982,C,3164.0,3164.0,250:文具・玩具・趣味雑貨
ライフガード５００,6300.0,42.0,10,1,0.007576813282052659,97.90885004624188,C,630.0,150.0,215:ドライ飲料
ＵＳＢ－Ｃ１．２ｍ,6275.0,5.0,5,2,0.0075467465626794334,97.91639679280456,C,1255.0,1255.0,255:電池・電器・喫煙具
トッポ,6270.0,30.0,10,1,0.007540733218804789,97.92393752602337,C,627.0,209.0,185:洋風菓子・駄菓子
ざるそば,6255.0,15.0,15,1,0.007522693187180855,97.93146021921055,C,417.0,417.0,105:調理麺
大きいバウムクーヘン,6188.0,28.0,20,3,0.007442114379260611,97.93890233358981,C,309.0,221.0,185:洋風菓子・駄菓子
大きいバウムクーヘン,6188.0,28.0,20,3,0.007442114379260611,97.93890233358981,C,309.0,221.0,148:半生菓子
２５０円スポーツ,6156.0,27.0,22,1,0.007403628978462883,97.94630596256827,C,280.0,228.0,265:雑誌・コミック・新聞
植物生のスパイシーカレー,6132.0,42.0,6,3,0.007374764927864589,97.95368072749613,C,1022.0,146.0,100:米飯
ｂｉｔｌｏｔガンダム,6120.0,9.0,8,1,0.00736033290256544,97.9610410603987,C,765.0,680.0,185:洋風菓子・駄菓子
ＦチャーリーＢロール,6105.0,37.0,15,3,0.007342292870941505,97.96838335326964,C,407.0,165.0,148:半生菓子
ヱビスビール３５０,6096.0,24.0,8,1,0.007331468851967145,97.97571482212162,C,762.0,254.0,295:ビール
お泊まりスキンケアセット,6080.0,16.0,12,3,0.00731222615156828,97.98302704827319,C,507.0,380.0,225:バス・洗面用品
ルーシーのレモネード,6072.0,33.0,12,2,0.007302604801368849,97.99032965307455,C,506.0,184.0,135:牛乳・チルド飲料
カロリーＭハーフ　バニラ,6050.0,55.0,40,1,0.007276146088320411,97.99760579916287,C,151.0,110.0,200:健康食品
◎のむヨーグルトメロン,6045.0,31.0,10,2,0.007270132744445767,98.00487593190732,C,604.0,195.0,135:牛乳・チルド飲料
ＣＷ晴雨兼用スリム折傘,6042.0,3.0,5,1,0.007266524738120979,98.01214245664545,C,1208.0,2014.0,260:雨具
＊Ｆハイキューまんじゅう,6020.0,35.0,13,3,0.007240066025072541,98.01938252267053,C,463.0,172.0,190:和風菓子・珍味・豆菓子
ぷっちょＳＴ有田みかん,6018.0,51.0,19,1,0.007237660687522683,98.02662018335805,C,317.0,118.0,180:ガム・キャンディ
ケントＮＳダークＦ,6000.0,12.0,3,1,0.007216012649573961,98.03383619600763,C,2000.0,500.0,290:たばこ
たまごっち　めじるし２,6000.0,20.0,5,1,0.007216012649573961,98.0410522086572,C,1200.0,300.0,250:文具・玩具・趣味雑貨
週　刊　実　話,5997.0,11.0,10,1,0.007212404643249174,98.04826461330046,C,600.0,545.0,265:雑誌・コミック・新聞
桃マカロン,5976.0,24.0,16,3,0.007187148598975665,98.05545176189943,C,374.0,249.0,185:洋風菓子・駄菓子
桃マカロン,5976.0,24.0,16,3,0.007187148598975665,98.05545176189943,C,374.0,249.0,148:半生菓子
グミだよ。レモネード味,5976.0,36.0,14,2,0.007187148598975665,98.0626389104984,C,427.0,166.0,180:ガム・キャンディ
◎豆腐と枝豆のひじき和え,5975.0,25.0,15,1,0.007185945930200736,98.06982485642861,C,398.0,239.0,120:惣菜
充電器５０００ｍＡｈ,5964.0,2.0,2,1,0.007172716573676517,98.07699757300229,C,2982.0,2982.0,255:電池・電器・喫煙具
みんなのレモネード,5936.0,28.0,6,2,0.007139041847978505,98.08413661485027,C,989.0,212.0,135:牛乳・チルド飲料
豚しゃぶのパスタサラダ,5904.0,16.0,11,1,0.007100556447180777,98.09123717129745,C,537.0,369.0,115:サラダ
海老とブロッコリーロール,5904.0,16.0,14,1,0.007100556447180777,98.09833772774464,C,422.0,369.0,110:調理パン
３色そぼろ＆チキン南蛮弁,5800.0,10.0,14,1,0.006975478894588163,98.10531320663922,C,414.0,580.0,100:米飯
Ｃ玄米ブラン　カカオ,5735.0,37.0,25,1,0.006897305424217778,98.11221051206344,C,229.0,155.0,200:健康食品
◎黒ごまミニアスパラガス,5712.0,48.0,32,1,0.006869644042394411,98.11908015610584,C,178.0,119.0,185:洋風菓子・駄菓子
オレンジもちとろクリーム,5704.0,31.0,14,1,0.006860022692194979,98.12594017879803,C,407.0,184.0,130:デザート
レッツハロウィンつぶグミ,5688.0,36.0,14,3,0.006840779991796116,98.13278095878982,C,406.0,158.0,185:洋風菓子・駄菓子
梅のり巻,5680.0,40.0,30,1,0.006831158641596682,98.13961211743143,C,189.0,142.0,190:和風菓子・珍味・豆菓子
◎風味が豊かなチーズ鱈小,5676.0,33.0,29,1,0.006826347966496967,98.14643846539792,C,196.0,172.0,190:和風菓子・珍味・豆菓子
ジャックジンジャーＨＢ３,5670.0,27.0,8,1,0.006819131953847394,98.15325759735177,C,709.0,210.0,305:ワイン・洋酒
北海道なまらでっかいシュ,5670.0,18.0,4,3,0.006819131953847394,98.16007672930562,C,1418.0,315.0,130:デザート
ブルガリアＹＯマスカット,5670.0,30.0,23,2,0.006819131953847394,98.16689586125946,C,247.0,189.0,130:デザート
ビッグコミックスペリオー,5640.0,12.0,10,2,0.006783051890599523,98.17367891315006,C,564.0,470.0,265:雑誌・コミック・新聞
さけるチーズとうがらし味,5625.0,40.0,33,1,0.006765011858975588,98.18044392500903,C,170.0,141.0,125:日配品・生鮮品
ウィルキンソンＥＸ　ＧＦ,5616.0,48.0,13,1,0.006754187840001228,98.18719811284903,C,432.0,117.0,215:ドライ飲料
ヨーグレットグミブルーベ,5600.0,40.0,15,2,0.0067349451396023635,98.19393305798863,C,373.0,140.0,180:ガム・キャンディ
野菜食べよう冷しタンメン,5540.0,10.0,5,2,0.0066627850131066235,98.20059584300174,C,1108.0,554.0,105:調理麺
バター醤油パスタ,5538.0,13.0,6,2,0.006660379675556766,98.20725622267729,C,923.0,426.0,105:調理麺
塩バター揚げ焼きくりーむ,5520.0,20.0,11,2,0.006638731637608045,98.2138949543149,C,502.0,276.0,130:デザート
にじピグチップスうすしお,5520.0,24.0,2,1,0.006638731637608045,98.2205336859525,C,2760.0,230.0,185:洋風菓子・駄菓子
フルーチェグミイチゴ,5520.0,30.0,12,1,0.006638731637608045,98.22717241759011,C,460.0,184.0,180:ガム・キャンディ
◎チョコミントロール,5511.0,33.0,18,1,0.006627907618633683,98.23380032520875,C,306.0,167.0,185:洋風菓子・駄菓子
Ｈ綾鷹,5504.0,43.0,16,1,0.00661948893720918,98.24041981414595,C,344.0,128.0,215:ドライ飲料
小枝チョコクッキーサンド,5497.0,23.0,8,2,0.006611070255784678,98.24703088440174,C,687.0,239.0,130:デザート
メガシャキ,5497.0,23.0,17,1,0.006611070255784678,98.25364195465752,C,323.0,239.0,205:健康サポート飲料
テリヤキチキンたまごコぺ,5491.0,17.0,6,1,0.006603854243135103,98.26024580890066,C,915.0,323.0,110:調理パン
シーザーパスタサラダ,5446.0,14.0,10,1,0.006549734148263298,98.26679554304893,C,545.0,389.0,115:サラダ
アーモンドＣ香ばしＰＪ,5425.0,31.0,27,1,0.006524478103989791,98.27332002115291,C,201.0,175.0,185:洋風菓子・駄菓子
ポケカ拡張ステラ,5412.0,33.0,8,1,0.006508843409915713,98.27982886456283,C,676.0,164.0,250:文具・玩具・趣味雑貨
Ｎｅｗｔｏｎ（ニュートン,5410.0,5.0,5,1,0.006506438072365854,98.2863353026352,C,1082.0,1082.0,265:雑誌・コミック・新聞
秋のフルーツスムージー,5404.0,28.0,16,1,0.006499222059716281,98.29283452469491,C,338.0,193.0,135:牛乳・チルド飲料
ピュレグミＰ白桃,5400.0,30.0,13,1,0.0064944113846165654,98.29932893607953,C,415.0,180.0,180:ガム・キャンディ
カントリーＭマロンケーキ,5400.0,30.0,26,1,0.0064944113846165654,98.30582334746416,C,208.0,180.0,185:洋風菓子・駄菓子
競馬エイト,5319.0,9.0,7,2,0.0063969952138473165,98.312220342678,C,760.0,591.0,265:雑誌・コミック・新聞
和風ドレッシング,5313.0,161.0,83,2,0.0063897792011977424,98.3186101218792,C,64.0,33.0,115:サラダ
◎しみチョココーン,5292.0,36.0,29,1,0.006364523156924234,98.32497464503612,C,182.0,147.0,185:洋風菓子・駄菓子
Ｆはちみつ＆マーガリンの,5292.0,36.0,29,1,0.006364523156924234,98.33133916819304,C,182.0,147.0,185:洋風菓子・駄菓子
◎桃大福,5292.0,36.0,27,2,0.006364523156924234,98.33770369134996,C,196.0,147.0,190:和風菓子・珍味・豆菓子
テリアレギュラー１０Ｐ,5273.0,1.0,1,1,0.006341672450200582,98.34404536380016,C,5273.0,5273.0,290:たばこ
◎どかっとテリマヨチキン,5265.0,39.0,15,1,0.006332051100001151,98.35037741490017,C,351.0,135.0,145:パン
サラサクリップ　黒,5247.0,53.0,40,2,0.006310403062052429,98.35668781796223,C,131.0,99.0,250:文具・玩具・趣味雑貨
Ｈ伊右衛門５００,5244.0,38.0,15,1,0.006306795055727642,98.36299461301795,C,350.0,138.0,215:ドライ飲料
チョコラＳＰ　グレフル＆,5215.0,35.0,30,1,0.006271917661254701,98.3692665306792,C,174.0,149.0,205:健康サポート飲料
◎炙りいかそうめん,5211.0,27.0,27,1,0.0062671069861549855,98.37553363766536,C,193.0,193.0,190:和風菓子・珍味・豆菓子
ＡＥＲＡ（アエラ）,5184.0,9.0,9,1,0.0062346349292319025,98.38176827259458,C,576.0,576.0,265:雑誌・コミック・新聞
Ｈジョージア　カフェラテ,5180.0,35.0,10,1,0.006229824254132187,98.38799809684872,C,518.0,148.0,215:ドライ飲料
塩分チャージタブ小袋塩レ,5180.0,37.0,11,2,0.006229824254132187,98.39422792110285,C,471.0,140.0,180:ガム・キャンディ
パリジャンサンドハムチズ,5168.0,16.0,12,1,0.006215392228833039,98.40044331333169,C,431.0,323.0,110:調理パン
未来のレサワオリジナル３,5149.0,19.0,14,2,0.006192541522109388,98.4066358548538,C,368.0,271.0,305:ワイン・洋酒
手巻寿司　３種のねばねば,5130.0,27.0,9,2,0.0061696908153857375,98.41280554566919,C,570.0,190.0,100:米飯
２種のキンパ,5100.0,10.0,6,2,0.006133610752137866,98.41893915642133,C,850.0,510.0,100:米飯
メロンソーダアップ,5082.0,21.0,15,2,0.006111962714189145,98.42505111913552,C,339.0,242.0,180:ガム・キャンディ
ソフトタンポンコンパクト,5076.0,18.0,16,2,0.0061047467015395715,98.43115586583706,C,317.0,282.0,240:紙・衛生用品
ガルボほろにがブラックＰ,5075.0,29.0,9,1,0.0061035440327646415,98.43725940986982,C,564.0,175.0,185:洋風菓子・駄菓子
大粒ラムネＲすっぱレモン,5054.0,38.0,17,1,0.0060782879884911335,98.44333769785831,C,297.0,133.0,180:ガム・キャンディ
備蓄米　１ｋｇ,5040.0,14.0,5,2,0.006061450625642127,98.44939914848395,C,1008.0,360.0,170:乾物・缶詰・調味料
